scenario,replication,route_length_km,driving_time_min,source_id,source_name,sink_id,sink_name
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,0.9702999999999999,2,2225,LRPE,2684,LRP048
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2225,LRPE,2684,LRP048
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,9.086,11,2225,LRPE,1,LRPS
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,10.056299999999998,12,2684,LRP048,1,LRPS
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,3.4356,5,2943,LRPE,2777,LRPE
0,1,0.9702999999999999,2,2225,LRPE,2684,LRP048
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,9.086,11,2225,LRPE,1,LRPS
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,23.69175,30,2943,LRPE,3120,LRPE
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,12.443,16,2225,LRPE,1340,LRPS
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,11.472700000000001,15,2684,LRP048,1340,LRPS
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,10.056299999999998,12,2684,LRP048,1,LRPS
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,29.852980000000002,38,2685,LRPS,2777,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,26.264309999999995,33,2444,LRPE,2943,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,12.443,16,2225,LRPE,1340,LRPS
0,1,11.306700000000001,15,1340,LRPS,2684,LRP048
0,1,11.472700000000001,15,2684,LRP048,1340,LRPS
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,3.4356,5,2777,LRPE,2943,LRPE
0,1,0.9702999999999999,2,2225,LRPE,2684,LRP048
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,3.4356,5,2943,LRPE,2777,LRPE
0,1,21.363,26,1340,LRPS,1,LRPS
0,1,12.443,16,2225,LRPE,1340,LRPS
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,10.056299999999998,12,2684,LRP048,1,LRPS
0,1,27.127350000000003,34,3120,LRPE,2777,LRPE
0,1,20.714999999999996,27,1,LRPS,1340,LRPS
0,1,20.714999999999996,27,1,LRPS,1340,LRPS
0,1,21.363,26,1340,LRPS,1,LRPS
0,1,3.4356,5,2777,LRPE,2943,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,26.264309999999995,33,2444,LRPE,2943,LRPE
0,1,9.242299999999997,13,1,LRPS,2684,LRP048
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,21.363,26,1340,LRPS,1,LRPS
0,1,10.056299999999998,12,2684,LRP048,1,LRPS
0,1,27.127350000000003,34,3120,LRPE,2777,LRPE
0,1,11.306700000000001,15,1340,LRPS,2684,LRP048
0,1,11.306700000000001,15,1340,LRPS,2684,LRP048
0,1,8.272,12,1,LRPS,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,38.97232999999999,50,2445,LRPS,2567,LRPE
0,1,12.276999999999997,16,1340,LRPS,2225,LRPE
0,1,11.472700000000001,15,2684,LRP048,1340,LRPS
0,1,0.9702999999999999,2,2684,LRP048,2225,LRPE
0,1,39.31045,51,2568,LRPS,2684,LRP048
0,1,39.31045,51,2568,LRPS,2684,LRP048
0,1,39.31045,51,2568,LRPS,2684,LRP048
